species,plantType,kingdom,phylum,AngioGymnosperm,dicotMonocot,class,order,family,raunkier,ecoregion,clonality,ramet,genet,Country,temporalReplication,start,end,spatialReplication,dimension,criteriaSize,criteriaStage,criteriaAge,criteria
Scaphium_borneense,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Sterculiaceae,Mesophanerophyte,TMB,Genet,NA,NA,MYS,11,1992,2002,1,3,DBH,NA,NA,S
Sclerocarya_birrea,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,Mesophanerophyte,TGV,Genet,NA,NA,ZAF,2,2000,2001,4,3,Circumference,Based on size,Yes,S.A
Scorzonera_hispanica,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,CZE,4,2001,2004,1,3,Leaf length,Based on size,NA,S
Scorzonera_humilis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,LUX,4,1997,2000,5,5,Rosette number,NA,Yes,S.A
Senecio_filaginoides,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Chamaephyte,TGS,Genet,NA,NA,ARG,7,1997,2003,1,3,Height and two perpendicular diameters,NA,NA,S
Sequoia_sempervirens,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Cupressaceae,Megaphanerophyte,MED,Genet,NA,NA,Simulation,Simulation,Simulation,Simulation,Simulation,5,No,NA,Yes,NA
Setaria_incrassata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Geophyte,TGV,Genet,NA,NA,ZAF,5,1985,1989,2,5,Tuft circumference,NA,NA,S
Silene_acaulis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Chamaephyte,BOR,Genet,NA,NA,USA,2,1995,1996,5,12,Rosette number & Major axis length,NA,Yes,S.A
Silene_douglasii_var_oraria,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Hemicryptophyte,TCF,Genet,NA,NA,USA,4,1982,1985,1,4,NA,Yes,NA,ST
Silene_regia,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,8,1985,1992,16,6,"Height, Basal diameter, Flowering whorl number",Based on size,NA,S
Silene_spaldingii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Hemicryptophyte,TCF,Genet,NA,NA,USA,19,1987,2005,1,4,NA,Yes,NA,ST
Solidago_mollis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,31,1942,1972,1,2,NA,NA,Yes,A
Spartina_alterniflora,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Monocot,Poales,Poaceae,Helophyte,TCF,Genet,NA,NA,USA,4,1994,1997,NA,3,NA,Yes,NA,ST
Sphaeralcea_coccinea,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Malvaceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,35,1938,1972,1,2,NA,NA,Yes,A
Stachyurus_macrocarpus,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Crossosomatales,Stachyuraceae,Chamaephyte,TMB,Genet,NA,NA,JPN,4,2004,2007,1,4,Stem diameter at 15cm-heigh; shrub height,Reproductive state (sex),NA,S.ST
Stryphnodendron_excelsum,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,TMB,Genet,NA,NA,MEX,2,1970,1971,1,15,Diameter,NA,NA,S
Styrax_obassia,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Styracaceae,Mesophanerophyte,TBM,Genet,NA,NA,JPN,9,1987,1995,1,5,Height & DBH,Based on size,NA,S
Succisa_pratensis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Hemicryptophyte,TBM,Ramet,NA,NA,NLD,5,1999,2003,5,6,"Leaf length, Rosette number, Height",Based on size,NA,S
Swallenia_alexandrae,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,DES,Genet,NA,NA,USA,2,1985,1986,1,6,Leaf length,NA,NA,S
Swietenia_macrophylla,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Meliaceae,Mesophanerophyte,TMB,Genet,NA,NA,BOL,5,2002,2006,12,10,DBH,NA,NA,S
Syngonanthus_nitens,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Eriocaulaceae,Geophyte,TMB,Ramet,NA,NA,BRA,8,2003,2010,9,5,Rosette diameter and number of ramits,NA,NA,S
Syzygium_jambos,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,Mesophanerophyte,TMB,Genet,NA,NA,PRI,3,2001,2003,7,6,DBH,Based on size,NA,S
Tachigali_vasquezii,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,Mesophanerophyte,TMB,Genet,NA,NA,BOL,5,1995,1999,1,15,DBH,Based on size,NA,S
Taraxacum_erythrospermum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,2,2007,2008,1,3,Height (cm),NA,NA,S
Taraxacum_officinale,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,2,1990,1991,1,4,Leaf area,NA,NA,S
Taraxacum_officinale_2,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,2,2007,2008,1,7,Yes,NA,NA,S
Taxus_brevifolia,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Taxaceae,Megaphanerophyte,TCF,Genet,NA,NA,USA,NA,NA,NA,NA,7,DBH,NA,NA,S
Taxus_floridana,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Taxaceae,Mesophanerophyte,TCF,Genet,NA,NA,USA,5,1995,1999,3,9,Stem size,Based on age & size,Yes,S.A
Tetraberlinia_bifoliolata,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,TMB,Genet,NA,NA,CMR,3,2007,2009,1,6,DBH,Based on size,NA,S
Tetramolopium_arenarium,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Chamaephyte,TMB,Genet,NA,NA,USA,3,1989,1991,1,4,Tiers,Based on Size,NA,S
Thelesperma_megapotamicum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,33,1939,1971,1,2,NA,NA,Yes,A
Themeda_triandra,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TGV,Genet,NA,NA,ZAF,5,1985,1989,2,5,Tuft circumference,NA,NA,S
Thrinax_radiata,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,MEX,2,1987,1988,4,9,Total height (including leaves) in cm,Based on age & size,Yes,S.A
Thymus_webbianus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,Geophyte,MED,Genet,NA,NA,ESP,3,2001,2003,2,3,Diameter,Yes,NA,S.ST
Tillandsia_brachycaulos,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,DES,Ramet,NA,NA,MEX,4,1996,1999,1,11,Rosette height,Yes,NA,S.ST
Tillandsia_deppeana,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TMB,Genet,NA,NA,MEX,3,2002,2004,1,5,Longest leaf length,Yes,NA,S.ST
Tillandsia_juncea,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TMB,Genet,NA,NA,MEX,3,2002,2004,1,5,Longest leaf length,Yes,NA,S.ST
Tillandsia_macdougallii,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TSC,Genet,NA,NA,MEX,6,2005,2010,1,5,Longest leaf length,Yes,NA,S.ST
Tillandsia_multicaulis,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TMB,Genet,NA,NA,MEX,3,2002,2004,1,5,Longest leaf length,Yes,NA,S.ST
Tillandsia_punctulata,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TMB,Genet,NA,NA,MEX,3,2002,2004,1,5,Longest leaf length,Yes,NA,S.ST
Tillandsia_recurvata,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TMB,Genet,NA,NA,MEX,3,2001,2003,4,4,number shoots,Based on size,NA,S
Tillandsia_violacea,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TSC,Genet,NA,NA,MEX,4,2005,2008,1,6,Rosette High,NA,NA,S
Tolumnia_variegata,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Epiphyte,TMB,Genet,NA,NA,USA,3,1988,1990,1,4,Longest leaf length,NA,NA,S
Torreya_taxifolia,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Taxaceae,Mesophanerophyte,TCF,Genet,NA,NA,USA,9,1988,1996,4,5,Primary stem length,NA,NA,S
Tragopogon_dubius,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,3,2006,2008,1,5,NA,Yes,NA,ST
Tragopogon_pratensis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,SWE,4,2000,2003,12,5,Leaf length,Yes,NA,S.ST
Trifolium_montanum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Hemicryptophyte,TBM,Genet,NA,NA,DEU,4,2002,2005,9,4,Basal shoot diameter,Based on size,NA,S
Trifolium_pratense,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Chamaephyte,MED,Genet,NA,NA,GBR,3,1997,1999,2,3,NA,Based on size,NA,S
Trillium_apetalon,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,TBM,Genet,NA,NA,JPN,12,1980,1991,1,4,Leaf number,Based on size,NA,S
Trillium_camschatcense,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,TBM,Genet,NA,NA,JPN,13,1980,1992,1,4,Leaf number,Based on size,NA,S
Trillium_grandiflorum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,TBM,Genet,NA,NA,USA,3,1999,2001,12,6,Leaf number and length,NA,NA,S
Tsuga_canadensis,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Megaphanerophyte,TBM,Genet,NA,NA,USA,3,1997,1999,1,6,DBH or canopy cover,NA,NA,S
Ulex_gallii,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Nanophanerophyte,TBM,Genet,NA,NA,GBR,2,1999,2000,4,18,Stem diameter,NA,NA,S
Ulex_minor,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Nanophanerophyte,TBM,Genet,NA,NA,GBR,2,1999,2000,4,16,Stem diameter,NA,NA,S
Vatica_hainanesis,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Dipterocarpaceae,Megaphanerophyte,TMB,Genet,NA,NA,CHN,2,1982,1983,1,13,Height & DBH,NA,NA,S
Verticosa_staminosa_ssp_staminosa,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,Nanophanerophyte,MED,Genet,NA,NA,AUS,5,1999,2003,9,9,"High, conopy diameters",Reproductive state,NA,S.ST
Viburnum_furcatum,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Adoxaceae,Nanophanerophyte,TBM,Ramet,NA,NA,JPN,6,1995,2000,1,7,Height & DBH,NA,NA,S
Viola_elatior,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violaceae,Hemicryptophyte,TBM,Genet,NA,NA,DEU,2,2001,2002,11,5,"Shoot number, Flower number",NA,NA,S
Viola_fimbriatula,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violeaceae,Geophyte,TBM,Genet,NA,NA,USA,4,1976,1979,1,11,Leaf number,NA,NA,S
Viola_pumila,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violaceae,Hemicryptophyte,TBM,Genet,NA,NA,DEU,2,2001,2002,10,5,"Shoot number, Flower number",NA,NA,S
Viola_stagnina,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Violaceae,Helophyte,TBM,Genet,NA,NA,CZE,2,2001,2002,6,5,"Shoot number, Flower number",NA,NA,S
Virola_surinamensis,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Myristicaceae,Mesophanerophyte,TMB,Genet,NA,NA,BRA,3,2003,2005,1,48,DBH,NA,NA,S
Vochysia_ferruginea,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Vochysiaceae,Megaphanerophyte,TMB,Genet,NA,NA,NIC,6,1989,1994,2,5,Height & DBH,NA,NA,S
Vouacapoua_americana,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,Megaphanerophyte,TMB,Genet,NA,NA,GUF,3,1984,1986,1,5,DBH,NA,NA,S
Werauhia_sanguinolenta,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,TMB,Genet,NA,NA,PAN,8,1997,2004,1,7,Stem length,NA,NA,S
Zamia_amblyphyllidia,Palm,Plantae,Cycadophyta,Gymnosperm,NA,Cycadophyta,Cycadales,Zamiaceae,Nanophanerophyte,TMB,Genet,NA,NA,USA,3,1982,1984,1,10,Leaflet number of longest leaf,Based on size,NA,S
Zea_diploperennis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Geophyte,MON,Genet,NA,NA,MEX,6,1988,1993,3,4,Flowering shoot number,Based on size,NA,S
